0,"Hoy me sentí como grace de ""al fondo hay sitio"" cuando la atropellaron, solo que no fue de mentira y casi no la cuento que horrible"
0,"No sé si los maltrataban de verdad pero me dio penita ver eso No me gusto eso, no son objetos para que los traten así. Me indigna tanto"
0,"Dicen q lo bueno dura poco Aveces pienso q es así y me pone triste,pero recuerdo q mas triste es fijarse en alguien q no se lo merece"
0,"Ósea les juro por mi vida que estoy en el lugar más caro del mundo en el aereopuerto. 7.50 un café, 18.00 un Sandwich y 12.00 un batido"
0,Todo estaba bien hasta que me desilusionaron .....................me siento herida .......................que dolor ...... .....
0,"Sean las cuentas de Mc reales o no, no lo veo bien si quieren una cuenta consigan el dinero y cómprenla con su esfuerzo, no por rts"
0,Me he puesto nervioso por la función de mañana. Y si me da una laguna mental??? Mierda ahora no puedo dejar de pensar en eso
0,@AlejoAbarca muy underground ya mano
0,¡Mi @Isoor_! Extraño tus tuis y TT Aquí jodida con cel de reemplazo - cuento los días para q me den MI equipo y volver a tuitear a full.
0,Un chico vino desde adelante a sentarse cerca de mi sólo a preguntarme la hora... Quizás era el amor de mi vida y yo lo mire feo
0,#QueFeoTuConsejoOe no funciona tu huevada
0,"Mi usb de mierda está malogrado y se me borró TODA MI PUTA INFO de eeggll ensayo de argu, monografia de investiga, los extrañaré"
0,En mi casa todos morirán el día que haya un terremoto. Nadie me hace caso. Yo la única zonza parada en toalla en la calle.
0,Querer alguien que no te quiere es como intentar volar con un ala rota. ..................................
0,Se que la pena de muerte no es algo bueno . Pero que diablos podemos hacer con los violadores ! Yo no le veo otra salida
0,A esta ciudad la siento más propia cuando está la gente que quiero. Ni tenemos 25 y ya nos agarro la ola migratoria de amig
0,"quiero ver las muñecas de la mafia,pero tengo que terminar mi examen y mañana tengo que hacer mi estúpido vídeo para el parcial y"
0,Mis buenas intensiones se fueron a la M cuando descubro que no tengo pegamento y el plano no entra en la base  Entrega 9:00 AM
0,"mañana es viernes otra vez, estoy nerviosa por que no sé como me voy a sentir con lo de ukai me voy a poner triste a cada rato"
0,"Y ahora, volvamos a la realidad... ¡ay Venezuela! Como me has hecho llorar desde lejos... con que tristeza digo que yo soy venezolano."
0,"María es así, cuando no quiero manejar me hace que la recoja y cuando quiero me dice que no, que fácil estoy cansado."
0,"Mi mejor amigo me quiere revender un cupón para un fds en un Hotel en Chincha. Qué, voy sola o qué? te pasaste de pendejo @Renzo_Ariza"
0,Hoy vi unas florecitas muy hermosas color lavanda !!! Y no pude recogerlas porque iba en el carro QUE IMPOTENCIA !!!!
0,"No sé porqué pero ya no me cae para nada, es más me da asquito y antes éramos amigas, aunque creo que ni eso consideraba ella"
0,"Por gusto redacté un testamento para que Ale se lo publique a Steven ... Gracias Perú, me dejaste misio y encima Ale no publica nada"
0,Bueno hoy fui a almorzar a Nanay con otras 3 dras xq la capacitación mal organizada no nos dió almuerzo y encima nos mandan a comer 2pm
0,Y entramos en esa época del año donde todos los comerciales me hacen llorar … empezando por el de los ositos en el aeropuerto #XMas
0,"Ojalá que pase rapidito el tiempo y ya depositen la grati, en 15 minutos pagaré todas mis cuentas y seré pobre otra vez"
